split,label,class_name,output_path,source_path
train,0,cat,data\train\cat\cat_087.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Siamese_116.jpg
train,0,cat,data\train\cat\cat_088.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Bombay_151.jpg
train,0,cat,data\train\cat\cat_089.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Ragdoll_118.jpg
train,0,cat,data\train\cat\cat_090.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Russian_Blue_160.jpg
train,0,cat,data\train\cat\cat_091.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Siamese_138.jpg
train,0,cat,data\train\cat\cat_092.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Russian_Blue_136.jpg
train,0,cat,data\train\cat\cat_093.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Birman_165.jpg
train,0,cat,data\train\cat\cat_094.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Ragdoll_193.jpg
train,0,cat,data\train\cat\cat_095.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Egyptian_Mau_141.jpg
train,0,cat,data\train\cat\cat_096.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Bengal_110.jpg
train,0,cat,data\train\cat\cat_097.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Bombay_111.jpg
train,0,cat,data\train\cat\cat_098.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Russian_Blue_107.jpg
train,0,cat,data\train\cat\cat_099.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Bengal_161.jpg
train,0,cat,data\train\cat\cat_100.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Egyptian_Mau_118.jpg
train,0,cat,data\train\cat\cat_101.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Birman_188.jpg
train,0,cat,data\train\cat\cat_102.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Egyptian_Mau_197.jpg
train,0,cat,data\train\cat\cat_103.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Bombay_134.jpg
train,0,cat,data\train\cat\cat_104.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Sphynx_19.jpg
train,0,cat,data\train\cat\cat_105.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Siamese_104.jpg
train,0,cat,data\train\cat\cat_106.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Bombay_131.jpg
train,0,cat,data\train\cat\cat_107.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Ragdoll_153.jpg
train,0,cat,data\train\cat\cat_108.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Persian_160.jpg
train,0,cat,data\train\cat\cat_109.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Bengal_103.jpg
train,0,cat,data\train\cat\cat_110.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Maine_Coon_173.jpg
train,0,cat,data\train\cat\cat_111.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Bengal_104.jpg
train,0,cat,data\train\cat\cat_112.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Birman_181.jpg
train,0,cat,data\train\cat\cat_113.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\British_Shorthair_178.jpg
train,0,cat,data\train\cat\cat_114.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Ragdoll_139.jpg
train,0,cat,data\train\cat\cat_115.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Siamese_175.jpg
train,0,cat,data\train\cat\cat_116.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Persian_188.jpg
train,0,cat,data\train\cat\cat_117.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Egyptian_Mau_192.jpg
train,0,cat,data\train\cat\cat_118.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\British_Shorthair_119.jpg
train,0,cat,data\train\cat\cat_119.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\Siamese_184.jpg
train,0,cat,data\train\cat\cat_120.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\British_Shorthair_107.jpg
train,1,dog,data\train\dog\dog_001.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\boxer_130.jpg
train,1,dog,data\train\dog\dog_002.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\german_shorthaired_180.jpg
train,1,dog,data\train\dog\dog_003.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\newfoundland_181.jpg
train,1,dog,data\train\dog\dog_004.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\japanese_chin_186.jpg
train,1,dog,data\train\dog\dog_005.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\basset_hound_149.jpg
train,1,dog,data\train\dog\dog_006.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\chihuahua_166.jpg
train,1,dog,data\train\dog\dog_007.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\yorkshire_terrier_180.jpg
train,1,dog,data\train\dog\dog_008.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\great_pyrenees_179.jpg
train,1,dog,data\train\dog\dog_009.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pomeranian_127.jpg
train,1,dog,data\train\dog\dog_010.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\samoyed_10.jpg
train,1,dog,data\train\dog\dog_011.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\basset_hound_16.jpg
train,1,dog,data\train\dog\dog_012.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\leonberger_130.jpg
train,1,dog,data\train\dog\dog_013.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\havanese_181.jpg
train,1,dog,data\train\dog\dog_014.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\beagle_119.jpg
train,1,dog,data\train\dog\dog_015.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\yorkshire_terrier_156.jpg
train,1,dog,data\train\dog\dog_016.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\newfoundland_169.jpg
train,1,dog,data\train\dog\dog_017.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\leonberger_140.jpg
train,1,dog,data\train\dog\dog_018.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\wheaten_terrier_101.jpg
train,1,dog,data\train\dog\dog_019.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pug_18.jpg
train,1,dog,data\train\dog\dog_020.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\german_shorthaired_156.jpg
train,1,dog,data\train\dog\dog_021.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\chihuahua_189.jpg
train,1,dog,data\train\dog\dog_022.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\german_shorthaired_165.jpg
train,1,dog,data\train\dog\dog_023.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\newfoundland_144.jpg
train,1,dog,data\train\dog\dog_024.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\beagle_144.jpg
train,1,dog,data\train\dog\dog_025.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\havanese_121.jpg
train,1,dog,data\train\dog\dog_026.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\yorkshire_terrier_190.jpg
train,1,dog,data\train\dog\dog_027.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\newfoundland_173.jpg
train,1,dog,data\train\dog\dog_028.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\great_pyrenees_146.jpg
train,1,dog,data\train\dog\dog_029.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\english_setter_152.jpg
train,1,dog,data\train\dog\dog_030.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\english_cocker_spaniel_167.jpg
train,1,dog,data\train\dog\dog_031.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\yorkshire_terrier_144.jpg
train,1,dog,data\train\dog\dog_032.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pomeranian_108.jpg
train,1,dog,data\train\dog\dog_033.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\basset_hound_145.jpg
train,1,dog,data\train\dog\dog_034.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\leonberger_145.jpg
train,1,dog,data\train\dog\dog_035.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\english_cocker_spaniel_113.jpg
train,1,dog,data\train\dog\dog_036.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\shiba_inu_177.jpg
train,1,dog,data\train\dog\dog_037.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\pomeranian_16.jpg
train,1,dog,data\train\dog\dog_038.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\american_pit_bull_terrier_106.jpg
train,1,dog,data\train\dog\dog_039.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\samoyed_179.jpg
train,1,dog,data\train\dog\dog_040.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\saint_bernard_181.jpg
train,1,dog,data\train\dog\dog_041.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\german_shorthaired_15.jpg
train,1,dog,data\train\dog\dog_042.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\staffordshire_bull_terrier_110.jpg
train,1,dog,data\train\dog\dog_043.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\german_shorthaired_138.jpg
train,1,dog,data\train\dog\dog_044.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\wheaten_terrier_124.jpg
train,1,dog,data\train\dog\dog_045.jpg,C:\Users\Levi\Desktop\STAT6207_Assignment1_Starter\data\raw\oxford-iiit-pet\images\havanese_161.jpg
